comment,date,rating
"Trate de entrar a la app para hacer la compra de mis entradas y casualmente no se puede, actualice la app pues pense que era justamente por ese razón. Y ahora no me deja ni entrar a la app, siempre tienen problemas con su app, y no es la primera vez que tengo este inconveniente, deberían de invertir un poco más en su sistema (después de todo cineplanet es un buen cine para disfrutar)",27/02/2020,1
"mala experiencia, al momento de escoger asientos aparece un recuadro que cubre la totalidad de los asientos salvó dos filas, y la información del recuadro cabría en el 20% de dicho espacio. Al momento de ingresar la fecha de caducidad de la tarjeta, es imposible ingresar el año de vencimiento, solo acepta el mes, el año se queda en el primer año de la lista y no es posible colocar ninguno desde el segundo al último y esto crea inseguridad y desconfianza en la compra. Mucho que corregir en la app",18/04/2022,2
"La aplicación no está tan mal, pero aún le faltan 2 detalles muy importantes que pueden ayudar a decir si comprar en la app o directamente de forma presencial: 1 que cuando ingreses una tarjeta de crédito te permita elegir las cuotas y que también al igual que comprando directo te permita pagar una parte con una tarjeta y otra con otra tarjeta; y 2 que cuando se compre un combo te permita elegir si quieres o no con upsell. Aparte de esto por ahora todo bien 💪",1/03/2019,4
"Desde la última actualización se cierra el app y no hay forma que funcione, me pregunto tanto Ágil e igual el equipo QA de Cineplanet es tan deficiente que no detectó este error tan elemental. Al igual que la gerencia de Operaciones que no hace nada al respecto.",27/02/2020,1
Empezó bien la app... Pero desde hace buen tiempo presenta problemas para hacer pagos con tarjetas crédito o débito..... En más de una oportunidad he tenido que ir al cine a realizar la compra de las entradas por esos problemas...,26/10/2019,1
"Está fallando demasiado la pasarela de pagos, muestra errores como: ""tarjeta inválida"",""sucedió error"", ""algo sucedió"", esto sucede con diferentes tarjetas tanto débito como crédito. Está horrible, espero que lo solucionen. Antes la usaba seguido pero esté problema arruina la app.",9/10/2019,1
"Antes al menos podía comprar las entradas desde la app, ahora es un desastre, pues ya he intentado comprar 3 veces online y en todas ellas hay problemas en el pago. Igual retienen el dinero y hay que esperar mas de 20 días para su devolución. Ojalá algún día mejoren el servicio online.",3/02/2019,1
"Deben desde ya mejorar su aplicación y corregir los errores en la compra online, ya que apartir de las 7pm en adelante falla y no se puede realizar la compra. Que pasa señores ya lleva mas de un año con ese error, corrigan eso por favor. Gracias",1/11/2019,1
"Otra vez el mismo problema,se quiere comprar entradas desde la app y no hay sistema, simplemente se cayo y no funciona, agradecería solucionar este inconveniente ya que lo único que causa es el descontento y pérdida de consumidores (incluyéndome). Gracias.",4/02/2019,1
"La aplicación es una total porquería, no permite hacer el pago de los boletos, no carga el perfil y si lo hace se cierra sola, cuando quiero pagar o cambiar de tarjeta aparece error y se cierra todo. Deben de arreglarla, es inservible.",9/11/2018,1
"Acabo de llegar a nivel black en mi perfil figura el beneficio ,pero en los combos aún no se actualizan,y un error muy común es que cada vez que se actualiza el app, se borra su sesión iniciada y otra vez tienes q logearte.....y a veces no acepta el pago con tarjetas en las promociones",4/05/2022,3
"Me estaba funcionando perfectamente, pero ya van 2 semanas que falla demasiado y no deja comprar los boletos de cine ni los combos. Por favor, CinePlanet deben mejorar ese aspecto porque tener que hacer colas siendo black es una perdida de tiempo. Ayuda!",4/09/2019,1
"como veo muchos han tenido el problema que tuve me parece un robo igualmente, osea compro entradas y cancha por la app y me sale error haciendome pensar que no se efectuo la compra luego vuelvo a comprar y me sale lo mismo, pero , para cuándo me doy cuenta ya habia hecho compra de lo mismo dos veces.......... muy mala app si van a tener estos problemas deberian mejorarla y no ponerla en la google play hasta que la optimizen mejor o solo dar la posibilidad de ver la cartelera pero no comprar",27/07/2019,1
"cada vez que paso de una pelicula a otra o cambio de cine vuelve a salir el mensaje de ""error inesperado"" y tengo q volver a cargar la app.... se supone que ya lo actualice a la última versión pero peor es ahora sale con error.... espero puedan reparlo!!",14/01/2019,2
"Desde hace unos dos meses que la compra de entradas a través del aplicativo se ha vuelto en todo un dolor de cabeza. Escoges la película, el cine, el horario y los asientos con normalidad pero cuando se trata de hacer el pago sale el mensaje de error y reiniciar. Hoy domingo 15 intenté nuevamente hacer una compra pero sin suerte. Desinstalé el aplicativo y luego lo volví a instalar y nada. No funciona.",16/12/2019,1
"Con la nueva actualización comprar una entrada es una tortura, seleccionas un lugar y aparece ""las butacas no han podido ser reservadas"" como si ya estuvieran ocupadas, intente un montón de veces en diferentes butacas y nada. Un fastidio total. Actualizan para mejorar o para empeorar",21/12/2022,1
"Hasta cuando van a arreglar por fin esta app.. Recuerdo que con la app anterior era super fácil y sencillo y no había problemas al momento del pago.. Con esta nueva todo se víno para el tacho. Ahora que quiero entrar a ver la cartelera solamente, me bota en una de la app sin motivo; y vuelvo a entrar y el mismo error. Pésimo. Debería tener cero estrellas.",9/02/2020,1
"Antes, la compra directamente desde el aplicativo era muy rápido con tarjeta crédito o débito. Ahora con la última actualización presenta errores al realizar compras con la tarjeta de crédito, y si quieres realizar con el débito te pide OBLIGATORIAMENTE utilizar el Agora para realizar la compra. Hay que agilizar los procesos de compra si van a utilizar el propio aplicativo de Cineplanet",5/05/2023,1
"Mejoren la app urgente que siempre tengo distintas contingencias para comprar ya sea en una entrada o combos de canchas, un fastidio total, siendo hoy en día que las compras virtuales son supuestamente más ágiles y rápidas que las presenciales, deberían tomar más en cuenta eso y mejorar, ya que es reiterativo las fallas",7/01/2023,1
"No se si sea la última actualización pero coincide que desde que se actualizó hace 2 días la app ya no inicia!! Sale un mensaje que indica que tuvieron un error inesperado y te manda a reiniciar la app, pero a pesar del reinicio nunca abre!!😤 Solucionenlo yaaaaa!!!",27/02/2020,1
"La página se para colgando, no es muy fiable, yo siempre fui un fiel asistente a cineplanet (x ello antes tenía mi tarjeta black) pero ahora lo pienso dos veces y a veces decido por otra cadena, ha bajado mucho su calidad, su atención y ahora también su app, una lástima.",1/05/2019,2
Una porqueria de aplicación. Nunca la revisan ni le dan mantenimiento. Son un desastre. No se para que le pagan a su equipo de marketing o sistemas. Son miles las quejas de la aplicación y hasta ahora no las resuelven. En vez de hacer un aplicación primero repasen el Coquito a ver si así entienden las quejas de sus clientes.,13/12/2019,1
"La app desde antes no presenta todas las funciones que presenta la pagina web. se demora, se cruza. Desde hace 3 años va de mal en peor. Qué pena siendo el mejor de los cines que sus herramientas vayan en picada.",24/11/2018,1
"No me permite añadir otra tarjeta al momento de hacer mi compra, rebota todas las veces que he intentado. Pone en aprietos cuando quieres comprar una entrada con ""más facilidad"" y solo queda la opción de cancelar la compra. Soluciónenlo por favor.",25/10/2018,2
"Esta muy inestable la app, a veces solo aparecen cines de provincia, y si es un miércoles, que ya se supone el jueves cambia la cartelera, se pone peor la app. Y solo queda hacerlo por la web. O ir a taquilla. Deben repararla y mejorarla.",19/01/2022,3
Es muy buena en el sentido que te facilita la vida comprando por internet. Pero falla mucho. A cada rato sale mensaje de error y reiniciar al querer entrar a los cines. Y esto pasa cada cierto tiempo. Ojala lo puedan arreglar.,27/02/2020,3
"Malísima experiencia. Hice la compra de productos de la dulcería, un combo de canchita con gaseosa pues mi hija iría con sus amigas al cine. Yo me iba de viaje así que realicé la compra la noche de mi viaje, en el aplicativo nunca salió un mensaje que las compras se reclaman el mismo día. He hecho el reclamo en el libro pero hasta ahora no he tenido respuesta. Literalmente, la empresa me robó 50 soles pues los contacté por las redes y me contestaron que no hay cambios ni devoluciones.",26/11/2019,1
"Desde sus última actualizaciones se ha tornado muy lenta, a veces ni carga y suele salir un anuncio de que no estás conectado a internet. Todas mis apps funcionan bien menos esta.",27/11/2019,1
"se cuelga a cada momento, y tienes que cerrar la app y hacer de nuevo el procedimiento para comprar una entrada, ojo esto solo pasa con la app para Android de cineplanet pero en la plataforma web no hay inconvenientes es un problema que tienen que corregir desde hace ya bastante tiempo y aun no lo resuelven :/ :/",27/04/2019,1
"siempre voy a cineplanet pero desde las ultimas actualizaciones del app nunca puedñ terminar con éxito la compra, y lo peor de todo es que los asientos que elijo se bloquean por buen tiempo y se pierde el interés, sugiero que dimensionen correctamente la necesidad de un servidor más ágil y de mayor capacidad que pueda soportar la cantidad de usuarios que nos conectamos al mismo tiempo, eso es una MUST para aumentar la satisfacción del cliente...",20/04/2024,1
"Que decepción, no se puede comprar por la aplicación, intente 3 veces comprar pero me apareció ""error"" , y me descontaron 4 soles de mi tarjeta por cada intento. En total me descontaron 12 soles. Como es posible que tengan este tipo de errores en la aplicación. Una decepción total.",3/01/2019,1
"Arreglen de una buena vez la app, tengo el mismo problema que muchos, sale error inesperado y las pocas veces que sí entra no cuenta mis puntos para hacer compras. Pareciera hecho a propósito.",7/03/2020,1
"la aplicación función bien, pero hace falta poner leyendas o mas información del tipo de entrada que uno esta comprando, ponen unos codigos que nadie sabe que son, y no se sabe a que da derecho la entrada que uno compro, esto deberia estar en la misma aplicación y mostrarse por cada tipo de entrada, siendo algo basico saber que estoy comprando, por ello solo dos estrellas.",28/04/2023,2
"Desde el app y la web nunca cargan, pido iniciar la sesión y dice error pese a que los datos están correctos. Más fácil es ir al mismo cine a comprar allí, usaba la app porque me facilitaba el hecho de comprar entradas y dulceria. Hace más de 2 semanas se presenta el problema, pense que era cosa de mi red o celular y leyendo las opiniones, veo que no soy solo yo.",28/04/2024,1
"Desde la actualización ya no filtra por Salas de cine, sólo muestra el listado de todas las películas y es una pérdida de tiempo. Tampoco contabilizan mis visitas de las compras realizadas por este medio.",16/11/2018,2
"Usualmente la compra se realiza sin problemas. Pero, tienen q preparar sus servicios para el nivel de estrés q pueden tener cuando se va a estrenar una película q tiene mucha demanda, la salida de obligarnos a ir presencial a comprar es incomoda.",28/08/2022,4
"Vamos que tanto tu app como la página es una basura, entiendo que aveces puedes estar saturada. Pero es que la de ustedes ya siempre está así, no carga nada, da errores a montones. Ni comprar puedo. Haber si le dan una actualización que al menos te deje usar la app",9/12/2019,1
Desde hace unos meses no puedo pagar por este medio mis entradas me fuerza a tener que ir a taquilla muy incomodo ya me comunique de muchas maneras y la última Srta me dijo que mando un correo para ver que pasaba pero aún nada y yo ya me pase a comprar a Cinemark o Cinépolis esto es muy cansado también se que no soy la única con este problema asi que aunque yo estaba a gusto con Cineplanet por que esta cerca a casa la verdad es que no es el único cine asi que no lo recomiendo les falta mucho,29/08/2019,1
"Cada vez que retrocedo para volver a ver las peliculas disponibles, se recetea la aplicacion. En el ultimo mes de diciembre la app ha estado inservible, demora en cargar y cada vez que haces una acción se resetea... No se piede hacer nada",25/12/2019,1
"Una lastima de verdad antes funcionaba bien ( incluso con películas de mayor demanda) y ahora ultimo quize comprar entradas para ver GUASON el 4/10/19 no cargaba si quiera la pantalla de la funciones creí que era la señal del celular dentro de casa salí a la calle donde tenia señal 4.5g también la llaman 4g plus.. tarde casi 2 horas para poder comprar las entradas porque terminaba el pago y salia ""estos asientos ya fueron reservados"" entraba otra vez y los mismos asientos estaban libres.",12/10/2019,1
"debería haber descuento en semana de estreno también, eso haría más genial el uso del app :)... xq así solo los q saben usar el app serían los beneficiados y obligaría a las personas a tratar de realizar sus compras de manera digital y para eso tendrían la posibilidad de integrarse en el mundo digital.",19/03/2024,5
